"","Variable","Unit","Value","Min","Max","isInteger","parscale","distance","MaxAfterDet","MinAfterDet","MinNotDeterminedBorder","MinBorderLogLikeError","MinKickParmsErrorRangeDet","MinBoundByAuthors","MaxNotDeterminedBorder","MaxBorderLogLikeError","MaxKickParmsErrorRangeDet","MaxBoundByAuthors"
"403","energy investments.historical cost adjustment[1, Hydropower, 2]",0,1.00774561112128,0.999125388376524,1.01636583386604,FALSE,0.00129072386382433,0.00862022274475605,1.01636583386604,0.999125388376524,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"404","energy investments.historical cost adjustment[1, Hydropower, 3]",0,1.01064668992287,1.00329827624033,1.01799510360541,FALSE,0.0011027679486557,0.00734841368253547,1.01799510360541,1.00329827624033,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"405","energy investments.historical cost adjustment[1, Hydropower, 4]",0,1.29645572088451,1.28911213175175,1.30379931001727,FALSE,0.00110326883838062,0.00734358913275579,1.30379931001727,1.28911213175175,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"406","energy investments.historical cost adjustment[1, Hydropower, 5]",0,0.962265910516414,0.944877226391138,0.97965459464169,FALSE,0.0029388000556698,0.0173886841252757,0.97965459464169,0.944877226391138,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"407","energy investments.historical cost adjustment[1, Hydropower, 6]",0,0.561623864703614,0.527477693837289,0.595770035569939,FALSE,0.0165640362844595,0.0341461708663253,0.595770035569939,0.527477693837289,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"408","energy investments.historical cost adjustment[1, Hydropower, 7]",0,0.40521391005127,0.392497869872595,0.417929950229945,FALSE,0.00365303497958418,0.0127160401786746,0.417929950229945,0.392497869872595,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"409","energy investments.historical cost adjustment[1, Hydropower, 8]",0,0.334006601228682,0.327095245803548,0.340917956653816,FALSE,0.00126045931608529,0.00691135542513438,0.340917956653816,0.327095245803548,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"410","energy investments.historical cost adjustment[1, Hydropower, 9]",0,0.371334913534304,0.357389390954399,0.385280436114209,FALSE,0.00290855180890947,0.0139455225799054,0.385280436114209,0.357389390954399,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"411","energy investments.historical cost adjustment[1, Nuclear, 1]",0,0.260935303644196,0.253177724769239,0.268692882519152,FALSE,0.00139294330555713,0.00775757887495648,0.268692882519152,0.253177724769239,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"412","energy investments.historical cost adjustment[1, Nuclear, 2]",0,0.380832851859967,0.376382494581237,0.385283209138698,FALSE,0.000726558132177454,0.0044503572787305,0.385283209138698,0.376382494581237,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"413","energy investments.historical cost adjustment[1, Nuclear, 3]",0,0.443719805022886,0.439743787630524,0.447695822415248,FALSE,0.000605970382923952,0.00397601739236242,0.447695822415248,0.439743787630524,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"414","energy investments.historical cost adjustment[1, Nuclear, 4]",0,0.566944799924545,0.565870225334703,0.568019374514387,FALSE,0.000160178202310932,0.00107457458984184,0.568019374514387,0.565870225334703,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"415","energy investments.historical cost adjustment[1, Nuclear, 5]",0,0.719957815322374,0.716936620095926,0.722979010548823,FALSE,0.00045782971538372,0.0030211952264485,0.722979010548823,0.716936620095926,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"416","energy investments.historical cost adjustment[1, Nuclear, 6]",0,0.55238371824729,0.541245816936227,0.563521619558353,FALSE,0.00215066339170442,0.0111379013110632,0.563521619558353,0.541245816936227,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"417","energy investments.historical cost adjustment[1, Nuclear, 7]",0,0.52002271980234,0.504819000767564,0.535226438837116,FALSE,0.0108854495814788,0.0152037190347757,0.535226438837116,0.504819000767564,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"418","energy investments.historical cost adjustment[1, Nuclear, 8]",0,0.505881689720639,0.488357222010025,0.523406157431253,FALSE,0.00528932222209475,0.0175244677106137,0.523406157431253,0.488357222010025,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"419","energy investments.historical cost adjustment[1, Nuclear, 9]",0,0.521757027032862,0.510840458074219,0.532673595991505,FALSE,0.00180968259320204,0.0109165689586426,0.532673595991505,0.510840458074219,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"420","energy investments.historical cost adjustment[1, Bio, 1]",0,0.491204845411585,0.485137620503751,0.497272070319419,FALSE,0.0009432866749193,0.00606722490783446,0.497272070319419,0.485137620503751,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"421","energy investments.historical cost adjustment[1, Bio, 2]",0,0.510604250735145,0.506971846256043,0.514236655214247,FALSE,0.000554147808160276,0.00363240447910185,0.514236655214247,0.506971846256043,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"422","energy investments.historical cost adjustment[1, Bio, 3]",0,0.702359609014621,0.694310418196846,0.710408799832396,FALSE,0.0010721351376468,0.00804919081777522,0.710408799832396,0.694310418196846,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"423","energy investments.historical cost adjustment[1, Bio, 4]",0,0.79555896659318,0.792780022246222,0.798337910940139,FALSE,0.00041732470118043,0.00277894434695847,0.798337910940139,0.792780022246222,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"424","energy investments.historical cost adjustment[1, Bio, 5]",0,0.796315542050132,0.790171364660976,0.802459719439288,FALSE,0.000925731444370727,0.00614417738915574,0.802459719439288,0.790171364660976,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"425","energy investments.historical cost adjustment[1, Bio, 6]",0,0.375666436863034,0.373178188396415,0.378154685329653,FALSE,0.0003927521160694,0.00248824846661871,0.378154685329653,0.373178188396415,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"426","energy investments.historical cost adjustment[1, Bio, 7]",0,0.374804002024867,0.372416972712276,0.377191031337458,FALSE,0.000396439187574834,0.00238702931259138,0.377191031337458,0.372416972712276,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"427","energy investments.historical cost adjustment[1, Bio, 8]",0,0.412662098150831,0.409528916562543,0.415795279739119,FALSE,0.000540102743299907,0.00313318158828757,0.415795279739119,0.409528916562543,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"428","energy investments.historical cost adjustment[1, Bio, 9]",0,0.431450653177863,0.425277142907666,0.43762416344806,FALSE,0.00116103453696714,0.00617351027019658,0.43762416344806,0.425277142907666,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"429","energy investments.historical cost adjustment[1, Solar, 1]",0,0.506134604428092,0.133221460513325,0.879047748342859,FALSE,557423.013187908,0.372913143914767,0.879047748342859,0.133221460513325,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"430","energy investments.historical cost adjustment[1, Solar, 2]",0,0.463885536323176,0.109985809073907,0.817785263572445,FALSE,25.2705498691227,0.353899727249269,0.817785263572445,0.109985809073907,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"431","energy investments.historical cost adjustment[1, Solar, 3]",0,0.493306368709536,0.485682563048529,0.500930174370543,FALSE,0.00115199189033546,0.00762380566100679,0.500930174370543,0.485682563048529,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"432","energy investments.historical cost adjustment[1, Solar, 4]",0,0.23985564194717,0.239686806472054,0.240024477422286,FALSE,2.54401339374481e-05,0.00016883547511562,0.240024477422286,0.239686806472054,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"433","energy investments.historical cost adjustment[1, Solar, 5]",0,0.168044908595115,0.167825767500181,0.168264049690049,FALSE,3.31176809342479e-05,0.000219141094933595,0.168264049690049,0.167825767500181,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"434","energy investments.historical cost adjustment[1, Solar, 6]",0,0.238380732663824,0.237775579696321,0.238985885631327,FALSE,9.21330166240095e-05,0.000605152967502548,0.238985885631327,0.237775579696321,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"435","energy investments.historical cost adjustment[1, Solar, 7]",0,0.221402018731376,0.220396656568153,0.222407380894599,FALSE,0.000155595133112451,0.00100536216322344,0.222407380894599,0.220396656568153,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"436","energy investments.historical cost adjustment[1, Solar, 8]",0,0.163160685145769,0.162161290494713,0.164160079796825,FALSE,0.00015480549250513,0.000999394651055724,0.164160079796825,0.162161290494713,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"437","energy investments.historical cost adjustment[1, Solar, 9]",0,0.150799496670872,0.149227445877113,0.152371547464631,FALSE,0.000251649570451421,0.00157205079375944,0.152371547464631,0.149227445877113,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"438","energy investments.historical cost adjustment[1, Wind, 1]",0,0.464207513977874,0.134673087937251,0.793741940018498,FALSE,29994067972.4788,0.329534426040623,0.793741940018498,0.134673087937251,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"439","energy investments.historical cost adjustment[1, Wind, 2]",0,0.473685438371917,0.116009838411082,0.831361038332752,FALSE,1362465.90029218,0.357675599960835,0.831361038332752,0.116009838411082,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"440","energy investments.historical cost adjustment[1, Wind, 3]",0,0.432335547248651,0.151760322960727,0.712910771536575,FALSE,61.7882817285239,0.280575224287924,0.712910771536575,0.151760322960727,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"441","energy investments.historical cost adjustment[1, Wind, 4]",0,0.416838694278498,0.398242796454851,0.435434592102145,FALSE,0.00313338467580019,0.0185958978236472,0.435434592102145,0.398242796454851,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"442","energy investments.historical cost adjustment[1, Wind, 5]",0,0.135022991875322,0.134055736338299,0.135990247412345,FALSE,0.000176011553886292,0.000967255537022566,0.135990247412345,0.134055736338299,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"443","energy investments.historical cost adjustment[1, Wind, 6]",0,0.134484632803659,0.13304053494069,0.135928730666628,FALSE,0.000269249513048741,0.00144409786296937,0.135928730666628,0.13304053494069,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"444","energy investments.historical cost adjustment[1, Wind, 7]",0,0.118999539676596,0.116946264306398,0.121052815046794,FALSE,0.000415113227407577,0.00205327537019845,0.121052815046794,0.116946264306398,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"445","energy investments.historical cost adjustment[1, Wind, 8]",0,0.161459506029771,0.157771831457675,0.165147180601867,FALSE,0.00107366079557213,0.00368767457209551,0.165147180601867,0.157771831457675,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"446","energy investments.historical cost adjustment[1, Wind, 9]",0,0.117246451326717,0.112185366375049,0.122307536278385,FALSE,0.00212199688904184,0.00506108495166753,0.122307536278385,0.112185366375049,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"447","energy investments.historical cost adjustment smoothing time[1]",0,0.5,0.49434319342927,0.50565680657073,FALSE,0.000870019348495212,0.00565680657072964,0.50565680657073,0.49434319342927,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"448","energy investments.initial perceived marginal energy supply cost[1]",0,0.013519257868552,0.0107260567975072,0.0163124589395968,FALSE,0.000870259679355344,0.00279320107104481,0.0163124589395968,0.0107260567975072,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"449","energy investments.initial relative supply missmatch[1]",0,0.0119480789089314,0.00451101858989218,0.0193851392279706,FALSE,0.00110414800084642,0.00743706031903922,0.0193851392279706,0.00451101858989218,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"450","energy investments.priority spread[1]",0,33.4346914588317,33.4290367409613,33.4403461767021,FALSE,0.000858558186224772,0.00565471787043492,33.4403461767021,33.4290367409613,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"451","energy investments.Relative Energy Supply Mismatch Buffer[1]",0,0.01,0.00954083071732587,0.0104591692826741,FALSE,6.97804752589577e-05,0.000459169282674131,0.0104591692826741,0.00954083071732587,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"452","energy investments.sensitivity of cost adjustment to relative stranded capital[1]",0,99.307746077223,94.4744168943705,104.141075260076,FALSE,0.728618184788202,4.83332918285252,104.141075260076,94.4744168943705,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"453","energy investments.sensitivity of effect of perceived marginal energy supply cost on investment[1]",0,0.158464377889841,0.141554573275487,0.175374182504195,FALSE,0.00258550699197839,0.0169098046143544,0.175374182504195,0.141554573275487,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"455","energy investments.time to consider stranded capital[1]",0,3,2.91733880154218,3.08266119845782,FALSE,0.0124514059770597,0.0826611984578158,3.08266119845782,2.91733880154218,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"456","energy investments.time to perceive energy supply missmatch[1]",0,1,0.886330093564885,1.11366990643511,FALSE,0.0192139800403601,0.113669906435115,1.11366990643511,0.886330093564885,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"457","Damages.Exponent of Capital Damage Function[1]",0,2,1,3,FALSE,2.63386342096485,1,3,1,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,TRUE
"458","Damages.Slope of Capital Damage Function[1]",0,5.096093e-05,0,0.00010192186,FALSE,4.77294717012533e-05,5.096093e-05,0.00010192186,0,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE
"459","fossil energy coal.carbon intensity in btu[1]",0,0.0268283966298724,0.026770337963311,0.0268864552964338,FALSE,1.31227067701076e-05,5.80586665614169e-05,0.0268864552964338,0.026770337963311,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"460","fossil energy coal.depreciation rate of fossil energy capital[1]",0,0.025,0.0247438016702952,0.0252561983297048,FALSE,3.93847155365379e-05,0.00025619832970478,0.0252561983297048,0.0247438016702952,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"461","fossil energy coal.Depreciation rate of Fuel Extraction Capital[1]",0,0.05,0.0497577434422214,0.0502422565577786,FALSE,4.06016420493018e-05,0.000242256557778611,0.0502422565577786,0.0497577434422214,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"462","fossil energy coal.Elasticity of Substitution in Fossil Energy Output[1]",0,0.3,0.29903852731591,0.30096147268409,FALSE,0.00015639768199415,0.000961472684089582,0.30096147268409,0.29903852731591,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"463","fossil energy coal.Fossil Energy Capital Scaling Parameter[1]",0,0.53999286900611,0.53917131203526,0.54081442597696,FALSE,0.0112615042646808,0.000821556970849846,0.54081442597696,0.53917131203526,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"464","fossil energy coal.Initial extraction costs[1]",0,112986924437.916,112745545233.61,113228303642.222,FALSE,52031876.4639646,241379204.306442,113228303642.222,112745545233.61,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"465","fossil energy coal.initial fossil energy capital[1]",0,606304812595.07,605571473530.954,607038151659.186,FALSE,122249181.440395,733339064.116089,607038151659.186,605571473530.954,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"466","fossil energy coal.initial fossil extraction knowledge[1]",0,98.1885756675626,97.9803767333489,98.3967746017763,FALSE,0.0751252249051243,0.20819893421374,98.3967746017763,97.9803767333489,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"467","fossil energy coal.initial fossil fuel extraction capital[1]",0,1605647005806.59,1604517941197.84,1606776070415.34,FALSE,171073891.124943,1129064608.74536,1606776070415.34,1604517941197.84,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"468","fossil energy coal.learning elasticity of the resource sector[1]",0,0.4,0.386488676545566,0.413511323454434,FALSE,0.00308529516945427,0.0135113234544344,0.413511323454434,0.386488676545566,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"469","fossil energy coal.learning time in resource sector[1]",0,30.49493995,29.3436190721742,31.6462608278258,FALSE,0.212792327732007,1.15132087782584,31.6462608278258,29.3436190721742,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"470","fossil energy coal.maximum increase of capital coefficient in fossil resource sector[1]",0,256.08,242.633724620223,269.526275379777,FALSE,3.2526918307963,13.4462753797774,269.526275379777,242.633724620223,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"471","fossil energy coal.Primary Fossil Energy Scaling Parameter[1]",0,1.890483806,1.88753828085005,1.89342933114995,FALSE,0.000644337261847891,0.00294552514995394,1.89342933114995,1.88753828085005,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"472","fossil energy coal.productivity per extractionknowledge[1]",0,0.00154687602919208,0.00154370323814608,0.00155004882023808,FALSE,1.09922755826018e-06,3.17279104599679e-06,0.00155004882023808,0.00154370323814608,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"473","fossil energy coal.reference formation time[1]",0,48.2946331956694,39.430513888126,57.1587525032128,FALSE,1.86542999902501,8.86411930754344,57.1587525032128,39.430513888126,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"474","fossil energy coal.sensitivity of effect of capital to fuel ratio on stranded capital[1]",0,1.20296666760254,0.738292122812995,1.66764121239208,FALSE,0.107135048265801,0.464674544789545,1.66764121239208,0.738292122812995,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"475","fossil energy coal.share of primary energy in fossil energy[1]",0,0.5,0.496425664076069,0.503574335923931,FALSE,0.00226033128179561,0.0035743359239313,0.503574335923931,0.496425664076069,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"476","fossil energy coal.Slope of cost curve[1]",0,1120004233275.19,1065459598627.8,1174548867922.58,FALSE,9302379990.75955,54544634647.3857,1174548867922.58,1065459598627.8,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"477","fossil energy coal.TFP in 1980[1]",0,0.148,0.147834491859624,0.148165508140376,FALSE,0.00108418426934158,0.000165508140375525,0.148165508140376,0.147834491859624,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"478","fossil energy coal.TFP Max[1]",0,0.185,0.184454894406008,0.185545105593992,FALSE,0.000101902583465624,0.000545105593992457,0.185545105593992,0.184454894406008,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"479","fossil energy coal.TFP Max Ramp Year[1]",0,2014.19595799873,2013.9930653903,2014.39885060716,FALSE,0.0328597157132384,0.202892608425145,2014.39885060716,2013.9930653903,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"480","fossil energy coal.TFP Ramp Speed[1]",0,0.0961352133314515,0.0944970531546747,0.0977733735082283,FALSE,0.000247097493390543,0.00163816017677677,0.0977733735082283,0.0944970531546747,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"481","fossil energy coal.TFP Slope Start[1]",0,1980.10935406248,1980,1980.21870812496,FALSE,0.228183234731438,0.109354062479952,1980.21870812496,1980,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE
"483","fossil energy gas.carbon intensity in btu[1]",0,0.0155921398451567,0.0155789297947089,0.0156053498956045,FALSE,2.16833986013868e-06,1.32100504477532e-05,0.0156053498956045,0.0155789297947089,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"484","fossil energy gas.depreciation rate of fossil energy capital[1]",0,0.025,0.0245207572736412,0.0254792427263588,FALSE,7.64380984469396e-05,0.000479242726358825,0.0254792427263588,0.0245207572736412,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"485","fossil energy gas.Depreciation rate of Fuel Extraction Capital[1]",0,0.05,0.0496930374953385,0.0503069625046615,FALSE,5.70701867346014e-05,0.000306962504661487,0.0503069625046615,0.0496930374953385,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"486","fossil energy gas.Elasticity of Substitution in Fossil Energy Output[1]",0,0.3,0.298785771063024,0.301214228936976,FALSE,0.000263311649327392,0.00121422893697565,0.301214228936976,0.298785771063024,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"487","fossil energy gas.Fossil Energy Capital Scaling Parameter[1]",0,0.602129498440882,0.599161534865615,0.605097462016149,FALSE,0.000462802799033638,0.00296796357526719,0.605097462016149,0.599161534865615,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"488","fossil energy gas.Initial extraction costs[1]",0,133346221583.493,133234242020.381,133458201146.605,FALSE,18377458.0680442,111979563.112411,133458201146.605,133234242020.381,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"489","fossil energy gas.initial fossil energy capital[1]",0,316121627747.096,314800054414.542,317443201079.651,FALSE,200640122.353623,1321573332.5545,317443201079.651,314800054414.542,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"490","fossil energy gas.initial fossil extraction knowledge[1]",0,125.085622176257,124.973599402247,125.197644950267,FALSE,0.0193415309936672,0.11202277400956,125.197644950267,124.973599402247,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"491","fossil energy gas.initial fossil fuel extraction capital[1]",0,1787846671447.9,1785296640667.09,1790396702228.71,FALSE,380286264.812763,2550030780.80566,1790396702228.71,1785296640667.09,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"492","fossil energy gas.learning elasticity of the resource sector[1]",0,0.4,0.395485524926044,0.404514475073956,FALSE,0.000775300170483021,0.00451447507395647,0.404514475073956,0.395485524926044,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"493","fossil energy gas.learning time in resource sector[1]",0,30.49493995,30.1130214178154,30.8768584821846,FALSE,0.0611867527310093,0.381918532184557,30.8768584821846,30.1130214178154,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"494","fossil energy gas.maximum increase of capital coefficient in fossil resource sector[1]",0,256.08,253.037329381701,259.122670618299,FALSE,0.52672041262538,3.04267061829938,259.122670618299,253.037329381701,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"495","fossil energy gas.Primary Fossil Energy Scaling Parameter[1]",0,1.12013244,1.11924271596572,1.12102216403428,FALSE,0.000153480894859593,0.000889724034275563,1.12102216403428,1.11924271596572,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"496","fossil energy gas.productivity per extractionknowledge[1]",0,0.000462329288946041,0.000461943540064189,0.000462715037827893,FALSE,6.64491980562072e-08,3.85748881851866e-07,0.000462715037827893,0.000461943540064189,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"497","fossil energy gas.reference formation time[1]",0,53.3700310430715,18.9391665685198,87.8008955176232,FALSE,16.3159004934446,34.4308644745517,87.8008955176232,18.9391665685197,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"498","fossil energy gas.sensitivity of effect of capital to fuel ratio on stranded capital[1]",0,1.50019049038747,0.714481605735296,2.28589937503964,FALSE,0.308858266390372,0.785708884652174,2.28589937503964,0.714481605735296,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"499","fossil energy gas.share of primary energy in fossil energy[1]",0,0.5,0.498901266454033,0.501098733545967,FALSE,0.000183164175586413,0.00109873354596712,0.501098733545967,0.498901266454033,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"500","fossil energy gas.Slope of cost curve[1]",0,129688377071.244,111421669125.119,147955085017.369,FALSE,3113682535.40084,18266707946.1246,147955085017.369,111421669125.119,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"501","fossil energy gas.TFP in 1980[1]",0,0.241551023,0.241346908282164,0.241755137717836,FALSE,3.34633517833789e-05,0.00020411471783563,0.241755137717836,0.241346908282164,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"502","fossil energy gas.TFP Max[1]",0,0.295,0.294013549185437,0.295986450814563,FALSE,0.000220074544011993,0.000986450814563444,0.295986450814563,0.294013549185437,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"503","fossil energy gas.TFP Max Ramp Year[1]",0,2012.31779648327,2012.12724737916,2012.50834558738,FALSE,0.0317900255535251,0.190549104105457,2012.50834558738,2012.12724737916,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"504","fossil energy gas.TFP Ramp Speed[1]",0,0.140326764089777,0.137896125202871,0.142757402976683,FALSE,0.000367411075273721,0.00243063888690645,0.142757402976683,0.137896125202871,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"505","fossil energy gas.TFP Slope Start[1]",0,1980.11622192939,1980,1980.23244385878,FALSE,0.558283863459999,0.116221929389894,1980.23244385878,1980,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE
"506","fossil energy gas.time to strand capital[1]",0,2,1,3,FALSE,0.363428696138019,1,3,1,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,TRUE
"507","fossil energy oil.carbon intensity in btu[1]",0,0.0195554682948381,0.0195434352976188,0.0195675012920574,FALSE,1.94112342088866e-06,1.20329972193266e-05,0.0195675012920574,0.0195434352976188,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"508","fossil energy oil.depreciation rate of fossil energy capital[1]",0,0.025,0.0248837310502161,0.0251162689497839,FALSE,1.84871007006999e-05,0.000116268949783876,0.0251162689497839,0.0248837310502161,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"509","fossil energy oil.Depreciation rate of Fuel Extraction Capital[1]",0,0.05,0.0498900580994219,0.0501099419005781,FALSE,1.72099811771539e-05,0.000109941900578094,0.0501099419005781,0.0498900580994219,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"510","fossil energy oil.Elasticity of Substitution in Fossil Energy Output[1]",0,0.3,0.299063253245791,0.300936746754209,FALSE,0.000155712551576017,0.00093674675420935,0.300936746754209,0.299063253245791,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"511","fossil energy oil.Fossil Energy Capital Scaling Parameter[1]",0,0.400423072253559,0.400121643509435,0.400724500997683,FALSE,4.6598202069756e-05,0.000301428744124144,0.400724500997683,0.400121643509435,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"512","fossil energy oil.Initial extraction costs[1]",0,128982166985.646,128904727409.388,129059606561.904,FALSE,12311064.6767352,77439576.2575378,129059606561.904,128904727409.388,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"513","fossil energy oil.initial fossil energy capital[1]",0,1540479930002.83,1539522518049.99,1541437341955.67,FALSE,148420032.369837,957411952.835938,1541437341955.67,1539522518049.99,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
